"id","res","sex","age","consent","stratum","region","settlement","residence","aapor_status","int_lang","q6","q7","q8","q9","q10","q11","q12","q13","q14_1","q14_2","q14_3","q14_4","q14_5","q14_6","q14_7","q14_8","q14_9","q14_10","q15","q16","q17_1","q17_2","q17_3","q17_4","q18_1","q18_2","q18_3","q18_4","q19_1_1","q19_1_2","q19_1_3","q19_1_4","q19_1_5","q19_1_6","q19_1_7","q19_1_oth","q19_2_1","q19_2_2","q19_2_3","q19_2_4","q19_2_5","q19_2_6","q19_2_7","q19_2_oth","q19_3_1","q19_3_2","q19_3_3","q19_3_4","q19_3_5","q19_3_6","q19_3_7","q19_4_1","q19_4_2","q19_4_3","q19_4_4","q19_4_5","q19_4_6","q19_4_7","q20_1","q20_2","q20_3","q20_4","q20_5","q20_6","q20_7","q20_8","q20_9","q20_10","q20_11","q20_oth","q21","q22","q22_oth","q23","q23_oth","q24","q25","q26","q26_oth","q27","q27_oth","q28","q28_oth","q29","q30","q31","q32_1","q33a_1","q33a_2","q33a_3","q33a_4","q33a_5","q33a_6","q33a_7","q33a_8","q33a_9","q33a_10","q33a_11","q33a_12","q33a_13","q33a_14","q32_2","q33b_1","q33b_2","q33b_3","q33b_4","q33b_5","q33b_6","q33b_7","q33b_8","q33b_9","q33b_10","q33b_11","q33b_12","q33b_13","q33b_14","q32_3","q33c_1","q33c_2","q33c_3","q33c_4","q33c_5","q33c_6","q33c_7","q33c_8","q33c_9","q33c_10","q33c_11","q33c_12","q33c_13","q33c_14","q32_4","q33d_1","q33d_2","q33d_3","q33d_4","q33d_5","q33d_6","q33d_7","q33d_8","q33d_9","q33d_10","q33d_11","q33d_12","q33d_13","q33d_14","q32_5","q33e_1","q33e_2","q33e_3","q33e_4","q33e_5","q33e_6","q33e_7","q33e_8","q33e_9","q33e_10","q33e_11","q33e_12","q33e_13","q33e_14","q32_6","q33f_1","q33f_2","q33f_3","q33f_4","q33f_5","q33f_6","q33f_7","q33f_8","q33f_9","q33f_10","q33f_11","q33f_12","q33f_13","q33f_14","q32_7","q32_oth","q33g_1","q33g_2","q33g_3","q33g_4","q33g_5","q33g_6","q33g_7","q33g_8","q33g_9","q33g_10","q33g_11","q33g_12","q33g_13","q33g_14","q34","q35_1","q35_2","q35_3","q35_4","q35_5","q35_6","q35_7","q35_8","q35_9","q35_oth","q36","q37_1","q37_2","q37_3","q37_4","q37_5","q37_oth","q38","q39","es_consent","fg_consent","m8_em","m8_mob","c1_r","c1_date","c1_time","c2_r","c2_date","c2_time","c3_r","c3_date","c3_time","int_date","int_start","int_end","end_date","int_dur","intid","hhsize","wt","hhwt"
6549,1,2,66,1,2,7,1,1,100,1,2,2,2,1,0,5,1,1,1,1,-1,0,0,0,1,0,0,0,0,2,2,1,-7,-7,1,1,-7,-7,1,0,0,1,0,0,0,-7,1,0,0,1,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-7,0,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,500,500,2,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,1,0,0,1,0,0,-7,-1,-7,-7,-7,-7,-7,-7,4,-1,0,0,"-7 Legal skip",-7,1,12/22/2020,19:40:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/22/2020,19:40:00,19:49:00,12/22/2020,00:09:00,9901,7,827.481267051078,306.150390625
6568,1,1,28,1,3,10,3,1,100,1,1,3,0,0,0,4,1,1,1,1,1,0,1,0,1,1,1,1,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,-7,11,-7,1,1,-7,-7,-7,-7,-7,-7,-2,-2,5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,1,0,0,-7,-1,-7,-7,-7,-7,-7,-7,2,-1,0,0,"-7 Legal skip",-7,4,12/22/2020,15:36:00,1,12/22/2020,20:12:00,-7,12/25/1959,00:00:00,12/22/2020,20:13:00,20:19:00,12/22/2020,00:06:00,9931,4,3039.2319484096,445.121215820313
6571,1,2,52,1,1,11,4,1,100,1,0,0,1,0,0,7,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3,-7,-7,-7,1,-7,-7,-7,1,0,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-7,1,2,-7,14,9,1,1,-7,-7,-7,-7,-7,-7,4000,4000,5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,1,0,0,1,0,0,-7,1,-7,-7,-7,-7,-7,-7,2,3,-1,0,"-7 Legal skip",-7,1,12/22/2020,15:44:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/22/2020,15:44:00,15:55:00,12/22/2020,00:11:00,9931,1,743.728201901071,871.448669433594
6578,1,2,35,1,2,2,1,1,100,1,0,2,0,3,0,6,1,1,1,1,1,0,1,0,1,0,1,0,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-1,-1,5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,1,0,0,1,0,0,-7,-1,-7,-7,-7,-7,-7,-7,3,-1,0,0,"-7 Legal skip",-7,4,12/22/2020,16:04:00,1,12/22/2020,16:06:00,-7,12/25/1959,00:00:00,12/22/2020,16:08:00,16:18:00,12/22/2020,00:10:00,9931,5,630.271574589278,494.283264160156
6607,1,2,60,1,1,11,4,1,100,1,0,1,0,0,2,7,1,1,1,1,1,0,0,0,1,1,1,1,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,-7,12,-7,1,1,-7,-7,-7,-7,-7,-7,-2,-2,3,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,1,1,0,-7,1,-7,-7,-7,-7,-7,-7,3,-1,0,0,"-7 Legal skip",-7,1,12/22/2020,17:03:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/22/2020,17:05:00,17:12:00,12/22/2020,00:07:00,9931,1,796.681532642447,871.448669433594
6613,1,1,47,1,2,1,1,1,100,1,0,3,1,0,0,7,1,1,1,1,1,0,1,1,1,1,1,1,0,1,3,-7,-7,-7,1,-7,-7,-7,1,0,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,0,0,1,0,-7,1,1,-7,12,-7,1,1,-7,-7,-7,-7,-7,-7,700,700,4,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,1,0,0,1,1,0,-7,-1,-7,-7,-7,-7,-7,-7,3,-1,0,0,"-7 Legal skip",-7,1,12/22/2020,17:17:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/22/2020,17:18:00,17:26:00,12/22/2020,00:08:00,9931,4,557.897397842296,445.121215820313
6623,1,1,19,1,1,11,4,1,100,1,0,7,1,1,0,6,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,-7,-7,-7,1,-7,-7,-7,1,0,0,1,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0,0,0,0,1,0,-7,1,3,-7,3,-7,1,2,-7,-7,5,-7,2,-7,2000,1200,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,1,0,0,0,-1,0,-7,0,-1,-1,-1,-1,-1,-7,2,-1,0,0,"-7 Legal skip",-7,1,12/22/2020,17:53:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/22/2020,17:53:00,18:04:00,12/22/2020,00:11:00,9931,9,881.867505037337,311.375
6630,1,1,43,1,3,1,3,1,100,1,0,5,2,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,1,2,3,3,-7,-7,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,0,0,0,0,-7,0,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,200,200,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,1,1,1,0,0,0,0,-7,1,-7,-7,-7,-7,-7,-7,4,-1,0,0,"-7 Legal skip",-7,1,12/22/2020,18:15:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/22/2020,19:59:00,20:08:00,12/22/2020,00:09:00,9931,7,1727.35365615057,306.150390625
6632,1,2,40,1,3,6,3,1,100,1,2,2,1,0,0,5,1,1,1,1,1,0,1,0,1,1,1,1,1,1,3,-7,-7,-7,1,-7,-7,-7,1,0,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0,0,0,0,1,0,-7,0,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,3500,800,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,1,0,0,0,0,0,-7,0,1,0,0,0,0,-7,2,-1,0,0,"-7 Legal skip",-7,1,12/22/2020,18:18:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/22/2020,18:20:00,18:29:00,12/22/2020,00:09:00,9931,5,1898.51887022296,494.283264160156
6641,1,1,35,1,1,11,4,1,100,1,1,2,0,0,0,6,1,1,1,1,1,0,1,1,1,1,1,0,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,-7,7,-7,1,1,-7,-7,-7,-7,-7,-7,-1,-1,5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,1,0,0,-7,1,-7,-7,-7,-7,-7,-7,2,2,0,0,"-7 Legal skip",-7,1,12/22/2020,19:04:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/22/2020,19:05:00,19:11:00,12/22/2020,00:06:00,9931,3,1046.53931716311,582.743041992188
6647,1,1,23,1,2,1,1,1,100,1,1,3,0,0,0,6,1,1,1,1,1,0,1,1,1,1,1,0,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,3,-7,5,-7,1,1,-7,-7,-7,-7,-7,-7,-2,-2,5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,1,0,0,-7,1,-7,-7,-7,-7,-7,-7,2,2,1,-1,"-5 provided only phone",598091244,1,12/22/2020,19:17:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/22/2020,19:18:00,19:23:00,12/22/2020,00:05:00,9931,4,1047.6785577455,445.121215820313
6648,1,1,55,1,1,11,4,1,100,1,0,2,0,0,0,7,1,1,1,1,1,0,1,1,1,1,1,1,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,3,-7,6,-7,1,1,-7,-7,-7,-7,-7,-7,-2,-2,5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,1,0,0,0,1,0,0,-7,-1,-7,-7,-7,-7,-7,-7,3,3,0,0,"-7 Legal skip",-7,1,12/22/2020,19:26:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/22/2020,19:27:00,19:33:00,12/22/2020,00:06:00,9931,2,849.574053907549,689.812866210938
6659,1,1,23,1,1,11,4,1,100,1,3,4,0,0,0,6,1,1,1,1,1,1,1,0,1,1,1,1,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,-7,14,13,1,1,-7,-7,-7,-7,-7,-7,-1,-1,5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,-1,0,0,0,0,1,1,0,-7,1,-7,-7,-7,-7,-7,-7,3,-1,0,0,"-7 Legal skip",-7,1,12/22/2020,19:47:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/22/2020,19:48:00,19:54:00,12/22/2020,00:06:00,9931,7,881.867505037337,306.150390625
6662,1,2,58,1,2,7,1,1,100,1,0,2,0,1,0,5,1,1,1,1,0,0,0,0,1,1,1,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-2,-2,2,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,1,0,0,-7,0,0,0,0,0,1,1,4,3,0,0,"-7 Legal skip",-7,1,12/22/2020,20:30:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/22/2020,20:31:00,20:37:00,12/22/2020,00:06:00,9931,3,827.481267051078,582.743041992188
6671,1,2,39,1,1,11,4,1,100,1,0,2,1,2,0,7,1,1,1,1,1,0,0,1,1,1,1,1,0,1,2,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,0,0,1,0,-7,1,2,-7,12,-7,0,-7,4,-7,-7,-7,-7,-7,-2,-2,5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,1,0,0,1,0,0,-7,1,-7,-7,-7,-7,-7,-7,3,2,1,1,"-5 provided only phone",552587085,3,12/22/2020,18:48:00,1,12/22/2020,19:32:00,-7,12/25/1959,00:00:00,12/22/2020,19:32:00,19:39:00,12/22/2020,00:07:00,1884,5,743.728201901071,494.283264160156
6687,1,1,33,1,1,11,4,1,100,1,0,4,0,0,0,7,1,1,1,1,1,1,1,0,1,1,1,1,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,-7,6,-7,1,1,-7,-7,-7,-7,-7,-7,1500,4000,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,1,0,0,0,1,0,0,-7,1,-7,-7,-7,-7,-7,-7,2,3,1,1,"-5 provided only phone",599051724,1,12/22/2020,17:29:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/22/2020,17:29:00,17:37:00,12/22/2020,00:08:00,1884,4,881.867505037337,445.121215820313
6690,1,2,20,1,1,11,4,1,100,1,0,4,0,0,0,6,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,-7,12,-7,0,-7,3,-7,-7,-7,-7,-7,-2,-1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,1,0,0,-7,0,0,0,0,0,1,7,3,4,0,0,"-7 Legal skip",-7,1,12/22/2020,18:04:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/22/2020,18:05:00,18:15:00,12/22/2020,00:10:00,1884,4,1004.00763821272,445.121215820313
